"site_id","year","month","day","location","salt","temp","salmon_captured","salmon_examined","pink_examined","chum_examined","sockeye_examined","morts_recovery","morts_other","P_ratio","C_ratio","latitude","longitude","bycatch","notes","coho_examined"
265,2009,6,9,"Glacier",25,13,NA,100,62,38,0,NA,NA,NA,NA,"","","","",NA
266,2009,6,10,"Wicklow",26,13,NA,100,80,20,0,NA,NA,NA,NA,"","","","",NA
267,2009,6,11,"Burdwood",22,12,NA,100,49,51,0,NA,NA,NA,NA,"","","","",NA
268,2009,6,15,"Wicklow",32,10,NA,57,50,7,0,NA,NA,NA,NA,"","","","",NA
269,2009,6,17,"Burdwood",22,16,NA,100,49,51,0,NA,NA,NA,NA,"","","","",NA
270,2009,6,19,"Glacier",17,15,NA,100,81,19,0,NA,NA,NA,NA,"","","","",NA
271,2009,6,20,"Glacier",19,NA,NA,90,48,42,0,NA,NA,NA,NA,"","","","",NA
272,2009,6,26,"Burdwood",19,13.5,NA,100,21,78,0,NA,NA,NA,NA,"","","","",NA
273,2009,6,26,"Wicklow",29,10,NA,100,98,2,0,NA,NA,NA,NA,"","","","",NA
274,2009,7,3,"Glacier",28,14,NA,84,44,40,0,NA,NA,NA,NA,"","","","",NA
275,2009,7,3,"Wicklow",28,11,NA,99,85,14,0,NA,NA,NA,NA,"","","","",NA
276,2009,7,4,"Burdwood",22,14,NA,72,22,50,0,NA,NA,NA,NA,"","","","",NA
277,2009,7,7,"Glacier",25,12.5,NA,50,48,2,0,NA,NA,NA,NA,"","","","",NA
278,2009,7,7,"Wicklow",26,12,NA,96,92,4,0,NA,NA,NA,NA,"","","","",NA
279,2009,7,16,"Wicklow",NA,NA,NA,73,54,19,0,NA,NA,NA,NA,"","","","",NA
280,2009,7,20,"Wicklow",27,11,NA,31,31,0,0,NA,NA,NA,NA,"","","","",NA
281,2009,7,30,"Wicklow",NA,NA,NA,23,12,11,0,NA,NA,NA,NA,"","","","",NA
282,2010,3,31,"Glacier",30,8,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
283,2010,4,1,"Burdwood",30,8,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
284,2010,4,9,"Burdwood",28,8,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
285,2010,4,9,"Glacier",29,7,NA,52,30,22,0,NA,NA,NA,NA,"","","","",NA
286,2010,4,9,"Wicklow",28,8,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
287,2010,4,16,"Burdwood",30,8,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
288,2010,4,16,"Glacier",30,9,NA,58,30,28,0,NA,NA,NA,NA,"","","","",NA
289,2010,4,16,"Wicklow",30,8,NA,47,30,17,0,NA,NA,NA,NA,"","","","",NA
290,2010,4,23,"Burdwood",29,9,NA,61,31,30,0,NA,NA,NA,NA,"","","","",NA
291,2010,4,23,"Glacier",29,NA,NA,38,30,8,0,NA,NA,NA,NA,"","","","",NA
292,2010,4,24,"Wicklow",31,10,NA,60,31,29,0,NA,NA,NA,NA,"","","","",NA
293,2010,4,29,"Wicklow",32,10,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
294,2010,5,1,"Burdwood",30,NA,NA,60,30,30,0,NA,NA,NA,NA,"","","","",NA
295,2010,5,1,"Glacier",28,NA,NA,35,30,5,0,NA,NA,NA,NA,"","","","",NA
296,2010,5,6,"Burdwood",28,11,NA,60,30,30,0,NA,1,NA,NA,"","","2 sticklebacks","",NA
297,2010,5,6,"Glacier",30,10,NA,47,30,17,0,NA,0,NA,NA,"","","4 sculpins","",NA
298,2010,5,6,"Wicklow",31,8,NA,35,30,5,0,NA,6,NA,NA,"","","","",NA
299,2010,5,14,"Burdwood",27,10,NA,100,62,38,0,NA,2,NA,NA,"","","1 shiner","",NA
300,2010,5,14,"Glacier",30,10,NA,100,69,31,0,NA,13,NA,NA,"","","","",NA
301,2010,5,14,"Wicklow",30,10,NA,100,99,1,0,NA,3,NA,NA,"","","1 sculpin","",NA
302,2010,5,21,"Burdwood",27,NA,NA,100,65,35,0,NA,4,NA,NA,"","","1 coho","",NA
303,2010,5,21,"Glacier",29,9,NA,100,86,14,0,NA,7,NA,NA,"","","sculpin","",NA
304,2010,5,22,"Glacier",26,10,NA,100,70,30,0,NA,2,NA,NA,"","","gunnel, 2 shrimp","",NA
305,2010,5,27,"Burdwood",26,11,NA,100,65,35,0,NA,0,NA,NA,"","","stickleback, kelp greenling, sculpin","",NA
306,2010,5,27,"Wicklow",31,9,NA,100,70,30,0,NA,1,NA,NA,"","","none","",NA
307,2010,5,28,"Glacier",30,9,NA,100,67,33,0,NA,1,NA,NA,"","","gunnel, kelp greenling","",NA
308,2010,6,4,"Burdwood",23,11,NA,60,30,30,0,NA,5,NA,NA,"","","4 coho","",NA
309,2010,6,4,"Glacier",26,11,NA,60,30,30,0,NA,0,NA,NA,"","","none","",NA
310,2010,6,4,"Wicklow",31,10,NA,45,30,15,0,NA,7,NA,NA,"","","shiner perch","",NA
311,2010,6,13,"Burdwood",22,12,NA,40,30,10,0,NA,2,NA,NA,"","","shiner, lumpsucker","",NA
312,2010,6,13,"Glacier",28,11,NA,33,30,3,0,NA,0,NA,NA,"","","none","",NA
313,2010,6,13,"Wicklow",27,10,NA,30,30,0,0,NA,2,NA,NA,"","","shiners, decorator crab, 1 sandlance","",NA
313.1,2010,6,18,"Wicklow",28,10,450,42,30,1,11,0,0,99,1,"","","lots of jellies, sockeye, 3-spine sticklebacks, pink smolts, coho smolts, 2 greenling","2 seines to try and get enough chum",NA
313.2,2010,6,18,"Burdwood",19,12,400,61,30,30,1,0,0,85,15,"","","3 sandlance, a few sculpins","",NA
313.3,2010,6,18,"Glacier",27,11,1000,44,30,14,0,0,0,99,1,"","","sandlance","2 seines to try and get enough chum, kept chum from both seines, pinks only from second",NA
313.4,2010,6,20,"Wicklow",30,NA,500,48,0,0,48,0,0,98,2,"","","","sampling focus only on sockeye. No measurements taken in field. Check with A. Morton re: lab results. Lethal sampling for genetic and disease analysis sent to A. Morton",NA
314,2011,4,1,"Burdwood",29,7,350,100,96,4,0,0,0,99,1,"","","1 sand lance, 1 sculpin","",NA
315,2011,4,1,"Glacier",27,7,350,100,83,17,0,0,1,95,5,"","","2 sculpin","",NA
316,2011,4,8,"Burdwood",32,8,650,100,59,41,0,0,1,95,5,"","","","",NA
317,2011,4,8,"Glacier",30,8,700,100,57,43,0,0,0,95,5,"","","1 sandlance","",NA
318,2011,4,15,"Glacier",30,7,7000,100,82,18,0,20,7,95,5,"","","","",NA
319,2011,4,16,"Burdwood",29,8,250,100,50,50,0,0,0,60,40,"","","2 sculpins","",NA
320,2011,4,22,"Burdwood",31,7,2000,100,50,50,0,0,0,60,40,"","","","",NA
321,2011,4,22,"Glacier",30,7,1500,100,68,32,0,0,4,98,2,"","","1 sand lance","",NA
322,2011,4,29,"Burdwood",27,9,250,100,55,45,0,0,0,60,40,"","","fish larvae, 2 silver spotted sculpin","",NA
323,2011,4,29,"Glacier",29,8,12000,100,50,50,0,0,1,95,5,"","","1 sandlance, 2 herring","",NA
324,2011,5,6,"Burdwood",28,8,750,100,50,50,0,0,11,60,40,"","","2 silverspotted sculpin, jellyfish, baby rockfish (photographed)","",NA
325,2011,5,6,"Glacier",29,8,1100,100,67,33,0,0,2,95,5,"","","1 herring","",NA
326,2011,5,6,"Wicklow",29,8,650,100,50,50,0,0,13,70,30,"","","silverspotted sculpins, jellies, plenty of larval fish","",NA
327,2011,5,12,"Burdwood",27,8,550,100,50,50,0,0,0,60,40,"","","silver spotted sculpin, juvenile sandlance, larval fish, jellies","",NA
328,2011,5,12,"Glacier",28,8,800,100,50,50,0,0,0,80,20,"","","adult sandlance, jellies","",NA
329,2011,5,12,"Wicklow",27,8,130,100,63,37,0,0,0,70,30,"","","larval fish, baby herring","",NA
330,2011,5,20,"Burdwood",23,11,400,100,66,34,0,0,0,70,30,"","","sculpin, sandlance","",NA
331,2011,5,20,"Glacier",30,9,3000,100,52,48,0,0,0,80,20,"","","0","",NA
332,2011,5,20,"Wicklow",27,11,200,100,67,33,0,0,0,80,20,"","","sculpin, crabs, 1000 pipefish, 3 sandlance, 2 herring, 10 kelp greenling","",NA
333,2011,5,27,"Burdwood",27,11,600,100,50,50,0,0,0,80,20,"","","3 coho, herring, stickleback, pipefish, silversided sculpin","",NA
334,2011,5,27,"Glacier",26,11,1500,100,85,15,0,0,2,99,1,"","","2 shiner perch, herring, greenling","",NA
335,2011,5,27,"Wicklow",27,11,300,100,76,24,0,0,2,90,10,"","","Herring, 1 pipe fish, greenlings, jellyfish","",NA
336,2011,6,3,"Burdwood",29,12,500,100,50,50,0,0,1,90,10,"","","perch, juvenile rockfish, herring","",NA
337,2011,6,3,"Glacier",29,14,400,100,98,2,0,0,0,99,1,"","","herring, sandlance","",NA
338,2011,6,3,"Wicklow",28,10,259,100,79,21,0,0,0,90,10,"","","herring, greenling, sandlance","",NA
339,2011,6,9,"Burdwood",24,12,500,100,53,47,0,0,0,80,20,"","","500 herring, 1 sockeye, pipefish, sculpin","",NA
340,2011,6,9,"Glacier",26,12,2000,100,85,15,0,0,0,99,1,"","","","",NA
341,2011,6,17,"Burdwood",22,13,130,100,90,10,0,0,0,95,5,"","","10 coho, 5 herring, 3 shrimp, 1 shiner perch, jelly fish","",NA
342,2011,6,17,"Glacier",25,11,350,100,95,5,0,0,0,98,2,"","","100 herring, 10 sandlance, 2 stickleback","",NA
343,2011,6,17,"Wicklow",28,10,200,100,87,13,0,3,2,90,10,"","","20 coho (might have been large chum? Oval par marks centred on lateral line, white leading edge on anal fin), 15 herring","",NA
344,2011,6,24,"Burdwood",9,14,200,100,51,49,0,0,0,60,40,"","","5 herring","",NA
345,2011,6,24,"Glacier",21,14,250,100,97,3,0,0,0,99,1,"","","20 herring, 10 shiner perch","",NA
346,2011,6,24,"Wicklow",22,12,250,100,83,17,0,0,0,90,10,"","","50 shiner perch, 10 coho, 5 rainbow perch, 1 large gunnel (10 cm), herring","",NA
347,2012,4,7,"Burdwood",30,8,200,100,22,78,0,0,0,90,10,"","","21 herring, 1 coho","",NA
348,2012,4,7,"Glacier",30,NA,300,66,58,8,0,0,0,99,1,"","","20 stickleback","",NA
349,2012,4,14,"Burdwood",30,8,300,100,50,50,0,0,0,95,5,"","","30 herring, 10 shiner perch, 10 silver spotted sculpin, 1 stickleback, 1 tube snout","",NA
350,2012,4,14,"Glacier",30,7.5,950,100,50,50,0,3,3,3,2,"","","","",NA
351,2012,4,24,"Burdwood",26,8,400,100,40,60,0,1,0,1,9,"","","","",NA
352,2012,4,24,"Glacier",36,7,1500,100,49,51,0,1,0,4,1,"","","","",NA
353,2012,5,1,"Burdwood",27,9,200,100,50,50,0,1,1,1,3,"","","","",NA
354,2012,5,1,"Glacier",24,7,1500,100,61,39,0,0,0,97,3,"","","","",NA
355,2012,5,9,"Burdwood",26,8,500,100,50,50,0,3,5,90,10,"","","","",NA
356,2012,5,9,"Glacier",28,8,3000,100,50,50,0,0,2,75,25,"","","4 coho, 1 sandlance","",NA
357,2012,5,9,"Wicklow",28,7.5,250,73,49,24,0,0,4,80,20,"","","1KG, 1 sulpin","",NA
358,2012,5,15,"Burdwood",28,10.5,350,100,50,50,0,1,0,25,75,"","","","",NA
359,2012,5,15,"Glacier",28,9.5,4000,95,50,45,0,0,0,98,2,"","","","",NA
360,2012,5,15,"Wicklow",30,9,200,80,51,29,0,0,0,85,15,"","","jellyfish","",NA
361,2012,5,22,"Burdwood",24,10.5,700,100,50,50,0,0,0,30,70,"","","","",NA
362,2012,5,22,"Glacier",25,10.5,5000,93,50,43,0,NA,NA,95,5,"","","4 juvenile herring, couple surf perch","",NA
363,2012,5,22,"Wicklow",28,9.5,250,100,50,47,3,NA,NA,60,40,"","","6 kelp greenlings, approx 80 sand lances","",NA
364,2012,5,29,"Burdwood",18,12,600,100,51,49,0,NA,NA,NA,NA,"","","6 coho, herring","",NA
365,2012,5,29,"Glacier",18,12,10000,81,50,31,0,NA,NA,95,5,"","","","",NA
366,2012,5,29,"Wicklow",28,9,300,61,51,9,1,NA,NA,95,5,"","","1 herring, 2 kelp greenling","",NA
367,2012,6,6,"Burdwood",32,12,NA,90,40,50,0,NA,NA,NA,NA,"","","","",NA
368,2012,6,6,"Glacier",31,9,5000,81,50,31,0,NA,NA,95,5,"","","herring","",NA
369,2012,6,6,"Wicklow",32,9.5,500,111,50,50,11,NA,NA,60,40,"","","","",NA
370,2012,6,11,"Burdwood",24,NA,450,102,51,50,1,NA,NA,40,60,"","","herring","",NA
371,2012,6,11,"Glacier",27,NA,700,64,50,14,0,NA,0,95,5,"","","stickleback, herring","",NA
372,2012,6,11,"Wicklow",27,12,600,114,51,52,11,NA,6,70,30,"","","lots of herring (10-20cm)","",NA
373,2012,6,20,"Burdwood",18,13,800,83,49,34,0,NA,1,70,30,"","","1 coho, lots herring","",NA
374,2012,6,20,"Glacier",25,11,500,84,50,34,0,NA,0,80,20,"","","few herring, 1 sandlance","",NA
375,2012,6,20,"Wicklow",21,12,250,126,49,51,26,NA,0,50,50,"","","few tubesnouts, some herring (10mm)","",NA
376,2012,6,27,"Burdwood",18,14,600,81,51,30,0,NA,1,60,40,"","","some herring, 4cohos","",NA
377,2012,6,27,"Glacier",20,13.5,1000,89,51,38,0,NA,NA,80,20,"","","lots of herring, dozens or more cohos","",NA
378,2012,6,27,"Wicklow",20,12,500,105,45,48,12,NA,0,40,60,"","","perch, few herring","",NA
379,2013,4,5,"Burdwood",29.1,8.7,140,100,50,50,0,NA,1,2,3,"50.78778333","126.4948667","4 sculpins","",NA
380,2013,4,5,"Glacier",28.8,8.2,2000,100,50,50,0,NA,1,40,7,"50.8451","126.2839167","2 sticklebacks","",NA
381,2013,4,5,"Wicklow",29.4,8.6,600,82,49,33,0,NA,6,20,1,"50.78758333","126.6768667","","",NA
382,2013,4,12,"Burdwood",27.7,8.1,1700,100,51,49,0,NA,13,20,80,"50.78778333","126.4948667","","",NA
383,2013,4,12,"Glacier",29.1,8.1,900,100,50,50,0,NA,2,95,5,"50.8451","126.2839167","1 shiner","",NA
384,2013,4,12,"Wicklow",30.1,8.1,550,100,50,50,0,NA,3,2,3,"50.8451","126.2839167","1 sculpin","",NA
385,2013,4,19,"Burdwood",24.3,9.6,900,100,50,50,0,NA,7,1,1,"50.78778333","126.4948667","sculpin","",NA
386,2013,4,19,"Glacier",28,8.4,650,100,50,50,0,NA,4,5,1,"50.8451","126.2839167","1 coho","",NA
387,2013,4,19,"Wicklow",26.6,9.6,950,100,50,50,0,NA,2,1,1,"50.8451","126.2839167","gunnel, 2 shrimp","",NA
388,2013,4,26,"Burdwood",25,9,5000,100,50,50,0,NA,1,2,3,"50.78593333","126.5018333","none","",NA
389,2013,4,26,"Glacier",22,8.7,4000,100,51,49,0,NA,0,4,1,"50.8451","126.2839167","stickleback, kelp greenling, sculpin","",NA
390,2013,4,26,"Wicklow",32,8,2000,100,50,50,0,NA,1,1,1,"50.78608333","126.6885833","gunnel, kelp greenling","",NA
391,2013,5,3,"Burdwood",23.4,10.3,700,100,51,49,0,NA,0,2,3,"","","none","",NA
392,2013,5,3,"Glacier",29.7,8.6,12000,100,49,51,0,NA,5,70,30,"","","4 coho","",NA
393,2013,5,3,"Wicklow",28.3,10.1,200,100,50,50,0,NA,7,NA,NA,"","","shiner perch","",NA
394,2013,5,10,"Burdwood",21.1,14,800,100,50,50,0,NA,0,10,90,"","","none","",NA
395,2013,5,10,"Glacier",28.5,10.6,800,100,48,52,0,NA,2,5,1,"","","shiner, lumpsucker","",NA
396,2013,5,10,"Wicklow",30.1,10,650,100,50,50,0,NA,2,1,1,"","","shiners, decorator crab, 1 sandlance","",NA
397,2013,5,18,"Burdwood",20.1,11.9,500,100,50,50,0,NA,NA,1,1,"50.78481667","126.5011667","coho, sculpin, bullhead","",NA
398,2013,5,18,"Glacier",14.7,12,6000,100,50,50,0,NA,NA,NA,NA,"50.84015","126.3009667","stickleback","",NA
399,2013,5,18,"Wicklow",19.9,11.7,300,100,50,50,0,NA,2,1,1,"50.78501667","126.6866167","gunnel, shiner perch, stickleback, herring, sandlance, kelp greenling","",NA
400,2013,5,24,"Burdwood",20.6,11.8,NA,100,50,50,0,NA,NA,NA,NA,"","","","",NA
401,2013,5,24,"Glacier",24,10.6,1200,100,50,50,0,NA,1,4,1,"50.8451","126.2839167","stickleback, sculpin, coho","",NA
402,2013,5,24,"Wicklow",29.8,9.6,350,94,50,44,0,NA,1,2,1,"50.78758333","126.6768667","gunnel, sockeye (2), sandlance","",NA
403,2013,5,30,"Burdwood",23.6,11.3,NA,100,51,49,0,NA,NA,NA,NA,"","","","",NA
404,2013,5,30,"Glacier",26.9,10.2,800,100,50,50,0,NA,NA,3,2,"50.8451","126.2839167","gunnel, coho","",NA
405,2013,5,30,"Wicklow",29.3,9.4,600,100,50,50,0,NA,0,NA,NA,"","","tubesnout, sockeye fry, sandlance","",NA
406,2013,6,7,"Burdwood",17,13.3,150,91,50,41,0,NA,1,3,2,"50.78778333","126.4948667","approx. 20 coho smolts, bull sculpin, herring","",NA
407,2013,6,7,"Glacier",25.5,11.2,1200,100,50,50,0,NA,1,20,1,"50.8451","126.2839167","shiner","",NA
408,2013,6,7,"Wicklow",26.9,11.6,600,100,51,49,0,NA,0,12,1,"50.78723333","126.6896167","gunnels, herring, sculpin, sockeye smolts","",NA
409,2013,6,15,"Burdwood",21.5,13.5,300,100,50,50,0,NA,0,3,2,"50.78778333","126.4948667","27 coho smolts","",NA
410,2013,6,15,"Glacier",23.5,13.8,4000,100,50,50,0,NA,NA,NA,NA,"50.8451","126.2839167","none","",NA
411,2013,6,15,"Wicklow",27.7,11.6,250,100,50,50,0,NA,0,4,1,"50.78758333","126.6768667","stickleback, herring, sockeye","",NA
412,2013,6,21,"Burdwood",20.2,13.8,500,100,50,50,0,NA,0,1,1,"50.78778333","126.4948667","coho smolts, herring, stickleback, sculpin","",NA
413,2013,6,21,"Glacier",20.1,13.5,250,64,51,13,0,NA,0,15,1,"50.8451","126.2839167","sculpin, coho smolts, approc 3000 young herring, perch; 10 herring mortalities","",NA
414,2013,6,21,"Wicklow",26.1,12.3,700,91,48,43,0,NA,0,17,1,"50.78758333","126.6768667","coho, stickleback","",NA
415,2013,6,28,"Burdwood",23.3,11.7,1500,100,50,50,0,NA,0,1,1,"50.78778333","126.4948667","sandlance, 1 herring","",NA
416,2013,6,28,"Glacier",20.4,12.1,150,53,50,3,0,NA,0,NA,NA,"50.8451","126.2839167","stickleback","",NA
417,2013,6,28,"Wicklow",26.3,11,400,105,50,50,5,NA,0,3,2,"50.78758333","126.6768667","stickleback, coho, sculpin, sockeye","",NA
418,2014,4,4,"Burdwood",30.7,7.8,2000,100,50,50,0,NA,NA,5,1,"50.78575","126.50315","stickleback, greenling","",NA
419,2014,4,4,"Glacier",31.3,7.2,800,100,50,50,0,NA,NA,4,1,"50.8449","126.3018667","sandlance, stickleback","",NA
420,2014,4,4,"Wicklow",31.7,8.1,100,52,50,2,0,NA,NA,50,1,"50.78795","126.6781667","none","",NA
421,2014,4,11,"Burdwood",28.7,8.4,500,100,50,50,0,NA,NA,3,4,"50.78586667","126.5027167","","",NA
422,2014,4,11,"Glacier",28.6,7.7,12000,100,49,51,0,NA,NA,20,1,"50.84436667","126.30175","","",NA
423,2014,4,11,"Wicklow",30.1,8.4,68,53,49,4,0,NA,NA,22,1,"50.78616667","126.6884833","sculpin,silfish?","This batch seemed very stressed, right away (even in the net). Lots of blue blotches",NA
424,2014,4,25,"Burdwood",29.5,8.6,2000,100,50,50,0,NA,NA,1,1,"50.7871","126.5016833","none","high mortality because fish stuck in float line",NA
425,2014,4,25,"Glacier",29.9,8.1,15000,100,50,50,0,NA,NA,95,5,"50.84338333","126.3061333","none","",NA
426,2014,4,25,"Wicklow",30.8,8.8,800,100,50,50,0,NA,NA,1,1,"50.78705","126.6899","1 gunnel","",NA
427,2014,5,1,"Burdwood",29.2,9.4,750,100,50,50,0,NA,NA,1,1,"50.78581667","126.5031333","little shrimp not in net, but cool","",NA
428,2014,5,1,"Glacier",27.6,8.1,NA,100,50,50,0,NA,NA,99,1,"50.8446","126.30185","sandlance","",NA
429,2014,5,1,"Wicklow",31.4,9,1500,101,50,50,1,NA,NA,80,20,"50.86476667","","none","",NA
430,2014,5,10,"Burdwood",23.8,11.9,3000,100,50,50,0,NA,NA,2,1,"50.78595","126.5030667","perch, juvenile sandlance","",NA
431,2014,5,10,"Glacier",27.1,10.6,6000,100,50,50,0,NA,NA,99,1,"50.84491667","126.3017","juvenile sandlance, 1 herring","",NA
432,2014,5,10,"Wicklow",29.3,10.5,800,100,50,50,0,NA,NA,2,1,"50.78735","126.6894833","perch, gunnel","",NA
433,2014,5,15,"Burdwood",26.3,13.2,84,82,50,32,0,NA,NA,52,32,"50.78611667","126.5013333","10 larval sandlance, 2 sculpins","",NA
434,2014,5,15,"Glacier",28,11,3000,100,50,50,0,NA,NA,99,1,"50.8446","126.3013667","23 coho","",NA
435,2014,5,15,"Wicklow",30.1,10.4,500,91,50,37,4,NA,NA,50,450,"50.78743333","126.68975","sandlance, pipefish","",NA
436,2014,5,22,"Burdwood",24.7,11.9,1000,100,52,48,0,NA,NA,60,40,"50.78588333","126.5036167","1 sculpin, tube-snout","",NA
437,2014,5,22,"Glacier",24.2,12.1,1400,86,50,36,0,NA,NA,95,5,"50.8447","126.30155","26 coho, sandlance, tube-snouts","",NA
438,2014,5,22,"Wicklow",24.4,11.9,700,104,50,50,4,NA,NA,80,20,"50.78706667","126.6903833","stickleback, sockeye","",NA
439,2014,5,31,"Burdwood",26.4,11.4,700,101,50,50,1,NA,NA,1,1,"50.78728333","126.50115","sculpin, 1 coho","",NA
440,2014,5,31,"Glacier",26.2,11.6,600,100,50,50,0,NA,NA,15,1,"50.84455","126.30165","shiner perch, 8 coho, 1 dolly varden, stickleback","",NA
441,2014,5,31,"Wicklow",27.6,11.2,NA,102,50,50,2,NA,NA,NA,NA,"","","","",NA
442,2014,6,6,"Burdwood",17.2,13.7,150,102,50,50,2,NA,NA,1,1,"50.78685","126.5024667","6 coho, 1 herring","",NA
443,2014,6,6,"Glacier",24.5,13.8,350,100,49,51,0,NA,NA,1,1,"50.84468333","126.3014333","6 coho","",NA
444,2014,6,6,"Wicklow",28.1,11.3,4000,102,50,50,2,NA,NA,40,1,"50.78745","126.6908833","1 herring","",NA
445,2014,6,12,"Glacier",21.1,14.5,350,100,50,50,0,NA,NA,2,1,"50.84485","126.3019167","coho, sculpin, stickleback, rockfish","",NA
446,2014,6,14,"Burdwood",23,12.1,79,79,34,45,0,NA,NA,1,1,"50.78536667","126.5026","1 coho","",NA
447,2014,6,14,"Wicklow",28.8,10.8,600,102,50,50,2,NA,NA,1,1,"50.7868","126.6901833","herring, gunnel, sculpin, Dolly Varden","",NA
448,2014,6,21,"Burdwood",24.4,12.1,350,92,41,51,0,NA,NA,1,4,"50.78595","126.5020167","3 herring, 1 larval fish","",NA
449,2014,6,21,"Glacier",NA,12,680,84,50,31,3,NA,NA,95,5,"50.83415","126.3027667","juvenile herring, 1 coho, stickleback, sandlance","",NA
450,2014,6,21,"Wicklow",26.2,11.9,500,100,50,50,0,NA,NA,3,2,"50.78688333","126.68985","2 herring, 5 coho","",NA
451,2014,6,29,"Burdwood",25,14,1500,100,50,50,0,NA,NA,1,2,"50.7859","126.50305","herring, coho","",NA
452,2014,6,29,"Glacier",26,13,150,61,50,11,0,NA,NA,14,1,"50.8448","126.3017","sandlance, herring, stickleback","",NA
453,2014,6,29,"Wicklow",28,14,1000,62,32,30,0,NA,NA,2,2,"50.78718333","126.6907167","herring","",NA
454,2015,4,4,"Burdwood",20,8.5,4000,100,50,50,0,2,4,3,1,"50.77061667","126.5016167","","",NA
455,2015,4,4,"Glacier",26,9,1500,80,50,30,0,1,10,50,1,"50.8451","126.2839167","","",NA
456,2015,4,4,"Wicklow",30,9,800,100,51,49,0,2,4,70,30,"50.78758333","126.6768667","","",NA
457,2015,4,10,"Burdwood",28,NA,500,84,50,34,0,50,NA,10,1,"50.95445","","","",NA
458,2015,4,10,"Glacier",28,NA,1600,100,50,50,0,0,9,1530,50,"","","","",NA
459,2015,4,10,"Wicklow",27,9.5,500,80,50,30,0,3,2,9,1,"50.78713333","126.6895167","sculpins, coho","",NA
460,2015,4,18,"Burdwood",28.2,9.4,1000,100,50,50,0,0,1,4,1,"50.78605","126.5016","","",NA
461,2015,4,18,"Glacier",29,9.6,5000,65,50,15,0,0,20,100,1,"50.8447","126.3019333","","",NA
462,2015,4,18,"Wicklow",28.8,9.2,1200,100,50,50,0,1,33,9,1,"50.78605","126.6887667","pipefish, sandlancex2, sculpin","Most morts in one bucket, coul dit have been contamited?",NA
463,2015,4,24,"Burdwood",25.7,9.2,1000,100,50,50,0,0,0,7,3,"50.78605","126.50165","","",NA
464,2015,4,24,"Glacier",28.9,9.1,230,52,50,2,0,1,3,115,1,"50.84481667","126.3016167","silver spotted sculpin (2), jelly fish(~30), sandlance (with lice!)","",NA
465,2015,4,24,"Wicklow",28.2,9.9,1500,100,50,50,0,1,0,15,1,"50.78791667","126.6916167","","",NA
466,2015,4,30,"Burdwood",27.2,10,850,85,50,35,0,0,0,850,35,"50.78593333","126.5011667","","",NA
467,2015,4,30,"Glacier",26.4,9.8,1750,55,50,5,0,0,2,300,1,"50.84491667","126.3018","","",NA
468,2015,5,1,"Wicklow",28.2,9.6,125,64,50,14,0,0,2,3,1,"50.8451","","sculpin, sand lance, shrimp","",NA
469,2015,5,8,"Burdwood",28,12.1,1000,54,48,6,0,1,0,250,1,"50.78778333","126.4948667","","",NA
470,2015,5,8,"Glacier",28.8,10.7,50,51,50,1,0,2,4,500,1,"50.8451","126.2839167","2000 sand lance, 2 unknown","",NA
471,2015,5,8,"Wicklow",29,9.9,600,81,50,31,0,NA,NA,20,1,"50.8451","","200 sandlance, 5 sculpins","",NA
472,2015,5,14,"Burdwood",26.2,11.6,750,74,50,24,0,0,1,30,1,"50.78778333","126.4948667","6 sculpin","",NA
473,2015,5,14,"Glacier",28.4,10.9,6500,52,50,2,0,0,3,1000,1,"50.8451","126.2839167","","",NA
474,2015,5,14,"Wicklow",29.6,10.3,550,82,50,32,0,3,1,55,3,"50.8451","","gunnel, 1000 sandlance, 5 sculpin","",NA
475,2015,5,22,"Burdwood",29,11.5,100,61,50,11,0,1,2,89,11,"50.78575","126.5017333","2 crabs, decorator crab, 10 shiner, 2 sculpins","",NA
476,2015,5,22,"Glacier",30,11,600,52,50,2,0,2,NA,300,1,"50.84745","126.3093333","","",NA
477,2015,5,22,"Wicklow",31,10.5,400,90,50,40,0,1,0,8,1,"50.78788333","126.6914667","2 urchins, sandlance, sculping, 20 prawns","",NA
478,2015,5,29,"Burdwood",23,13,2500,100,51,49,0,0,5,98,2,"50.78778333","126.4948667","sockeye, 2 gunnels, 4 perch, 3 spined stickleback","",NA
479,2015,5,29,"Glacier",27,12,400,54,51,3,0,0,1,100,1,"50.8451","126.2839167","","",NA
480,2015,5,29,"Wicklow",27,11,1000,66,50,16,0,50,1,50,1,"50.78778333","126.6768667","","",NA
481,2015,6,5,"Burdwood",24,13.5,500,63,50,13,0,0,0,487,13,"50.78778333","126.4948667","Dungeness, 10 shrimp, sea cucumber, 2 sculpins","",NA
482,2015,6,5,"Glacier",27,12,600,62,50,11,1,1,2,60,1,"50.84738333","126.3094333","tons of baby sand lance, tube snouts, perch, sculpins","",NA
483,2015,6,5,"Wicklow",27,12,400,79,50,26,3,4,0,12,1,"50.78841667","126.6920333","","",NA
484,2015,6,12,"Burdwood",24,13.9,400,54,50,4,0,0,0,100,1,"50.78758333","126.4948667","","",NA
