site_id,year,month,day,location,salt,temp,salmon_captured,salmon_examined,pink_examined,chum_examined,morts_recovery,morts_other,P_ratio,C_ratio,latitude,longitude,bycatch,notes
374,2012,6,20,Glacier,25,11,500,84,50,34,,0,80,20,,,"few herring, 1 sandlance",
375,2012,6,20,Wicklow,21,12,250,126,49,51,,0,50,50,,,"few tubesnouts, some herring (10mm)",
376,2012,6,27,Burdwood,18,14,600,81,51,30,,1,60,40,,,"some herring, 4cohos",
377,2012,6,27,Glacier,20,13.5,1000,89,51,38,,,80,20,,,"lots of herring, dozens or more cohos",
378,2012,6,27,Wicklow,20,12,500,105,45,48,,0,40,60,,,"perch, few herring",
379,2013,4,5,Burdwood,29.1,8.7,140,100,50,50,,1,2,3,50.78778333,126.4948667,4 sculpins,
380,2013,4,5,Glacier,28.8,8.2,2000,100,50,50,,1,40,7,50.8451,126.2839167,2 sticklebacks,
381,2013,4,5,Wicklow,29.4,8.6,600,82,49,33,,6,20,1,50.78758333,126.6768667,,
382,2013,4,12,Burdwood,27.7,8.1,1700,100,51,49,,13,20,80,50.78778333,126.4948667,,
383,2013,4,12,Glacier,29.1,8.1,900,100,50,50,,2,95,5,50.8451,126.2839167,1 shiner,
384,2013,4,12,Wicklow,30.1,8.1,550,100,50,50,,3,2,3,50.8451,126.2839167,1 sculpin,
385,2013,4,19,Burdwood,24.3,9.6,900,100,50,50,,7,1,1,50.78778333,126.4948667,sculpin,
386,2013,4,19,Glacier,28,8.4,650,100,50,50,,4,5,1,50.8451,126.2839167,1 coho,
387,2013,4,19,Wicklow,26.6,9.6,950,100,50,50,,2,1,1,50.8451,126.2839167,"gunnel, 2 shrimp",
388,2013,4,26,Burdwood,25,9,5000,100,50,50,,1,2,3,50.78593333,126.5018333,none,
389,2013,4,26,Glacier,22,8.7,4000,100,51,49,,0,4,1,50.8451,126.2839167,"stickleback, kelp greenling, sculpin",
390,2013,4,26,Wicklow,32,8,2000,100,50,50,,1,1,1,50.78608333,126.6885833,"gunnel, kelp greenling",
391,2013,5,3,Burdwood,23.4,10.3,700,100,51,49,,0,2,3,,,none,
392,2013,5,3,Glacier,29.7,8.6,12000,100,49,51,,5,70,30,,,4 coho,
393,2013,5,3,Wicklow,28.3,10.1,200,100,50,50,,7,,,,,shiner perch,
394,2013,5,10,Burdwood,21.1,14,800,100,50,50,,0,10,90,,,none,
395,2013,5,10,Glacier,28.5,10.6,800,100,48,52,,2,5,1,,,"shiner, lumpsucker",
396,2013,5,10,Wicklow,30.1,10,650,100,50,50,,2,1,1,,,"shiners, decorator crab, 1 sandlance",
397,2013,5,18,Burdwood,20.1,11.9,500,100,50,50,,,1,1,50.78481667,126.5011667,"coho, sculpin, bullhead",
398,2013,5,18,Glacier,14.7,12,6000,100,50,50,,,,,50.84015,126.3009667,stickleback,
399,2013,5,18,Wicklow,19.9,11.7,300,100,50,50,,2,1,1,50.78501667,126.6866167,"gunnel, shiner perch, stickleback, herring, sandlance, kelp greenling",
400,2013,5,24,Burdwood,20.6,11.8,,100,50,50,,,,,,,,
401,2013,5,24,Glacier,24,10.6,1200,100,50,50,,1,4,1,50.8451,126.2839167,"stickleback, sculpin, coho",
402,2013,5,24,Wicklow,29.8,9.6,350,94,50,44,,1,2,1,50.78758333,126.6768667,"gunnel, sockeye (2), sandlance",
403,2013,5,30,Burdwood,23.6,11.3,,100,51,49,,,,,,,,
404,2013,5,30,Glacier,26.9,10.2,800,100,50,50,,,3,2,50.8451,126.2839167,"gunnel, coho",
405,2013,5,30,Wicklow,29.3,9.4,600,100,50,50,,0,,,,,"tubesnout, sockeye fry, sandlance",
406,2013,6,7,Burdwood,17,13.3,150,91,50,41,,1,3,2,50.78778333,126.4948667,"approx. 20 coho smolts, bull sculpin, herring",
407,2013,6,7,Glacier,25.5,11.2,1200,100,50,50,,1,20,1,50.8451,126.2839167,shiner,
408,2013,6,7,Wicklow,26.9,11.6,600,100,51,49,,0,12,1,50.78723333,126.6896167,"gunnels, herring, sculpin, sockeye smolts",
409,2013,6,15,Burdwood,21.5,13.5,300,100,50,50,,0,3,2,50.78778333,126.4948667,27 coho smolts,
410,2013,6,15,Glacier,23.5,13.8,4000,100,50,50,,,,,50.8451,126.2839167,none,
411,2013,6,15,Wicklow,27.7,11.6,250,100,50,50,,0,4,1,50.78758333,126.6768667,"stickleback, herring, sockeye",
412,2013,6,21,Burdwood,20.2,13.8,500,100,50,50,,0,1,1,50.78778333,126.4948667,"coho smolts, herring, stickleback, sculpin",
413,2013,6,21,Glacier,20.1,13.5,250,64,51,13,,0,15,1,50.8451,126.2839167,"sculpin, coho smolts, approc 3000 young herring, perch; 10 herring mortalities",
414,2013,6,21,Wicklow,26.1,12.3,700,91,48,43,,0,17,1,50.78758333,126.6768667,"coho, stickleback",
415,2013,6,28,Burdwood,23.3,11.7,1500,100,50,50,,0,1,1,50.78778333,126.4948667,"sandlance, 1 herring",
416,2013,6,28,Glacier,20.4,12.1,150,53,50,3,,0,,,50.8451,126.2839167,stickleback,
417,2013,6,28,Wicklow,26.3,11,400,105,50,50,,0,3,2,50.78758333,126.6768667,"stickleback, coho, sculpin, sockeye",
418,2014,4,4,Burdwood,30.7,7.8,2000,100,50,50,,,5,1,50.78575,126.50315,"stickleback, greenling",
419,2014,4,4,Glacier,31.3,7.2,800,100,50,50,,,4,1,50.8449,126.3018667,"sandlance, stickleback",
420,2014,4,4,Wicklow,31.7,8.1,100,52,50,2,,,50,1,50.78795,126.6781667,none,
421,2014,4,11,Burdwood,28.7,8.4,500,100,50,50,,,3,4,50.78586667,126.5027167,,
422,2014,4,11,Glacier,28.6,7.7,12000,100,49,51,,,20,1,50.84436667,126.30175,,
423,2014,4,11,Wicklow,30.1,8.4,68,53,49,4,,,22,1,50.78616667,126.6884833,"sculpin,silfish?","This batch seemed very stressed, right away (even in the net). Lots of blue blotches"
424,2014,4,25,Burdwood,29.5,8.6,2000,100,50,50,,,1,1,50.7871,126.5016833,none,high mortality because fish stuck in float line
425,2014,4,25,Glacier,29.9,8.1,15000,100,50,50,,,95,5,50.84338333,126.3061333,none,
426,2014,4,25,Wicklow,30.8,8.8,800,100,50,50,,,1,1,50.78705,126.6899,1 gunnel ,
427,2014,5,1,Burdwood,29.2,9.4,750,100,50,50,,,1,1,50.78581667,126.5031333,"little shrimp not in net, but cool",
428,2014,5,1,Glacier,27.6,8.1,,100,50,50,,,99,1,50.8446,126.30185,sandlance,
429,2014,5,1,Wicklow,31.4,9,1500,101,50,50,,,80,20,50.86476667,,none,
430,2014,5,10,Burdwood,23.8,11.9,3000,100,50,50,,,2,1,50.78595,126.5030667,"perch, juvenile sandlance",
431,2014,5,10,Glacier,27.1,10.6,6000,100,50,50,,,99,1,50.84491667,126.3017,"juvenile sandlance, 1 herring",
432,2014,5,10,Wicklow,29.3,10.5,800,100,50,50,,,2,1,50.78735,126.6894833,"perch, gunnel",
433,2014,5,15,Burdwood,26.3,13.2,84,82,50,32,,,52,32,50.78611667,126.5013333,"10 larval sandlance, 2 sculpins",
434,2014,5,15,Glacier,28,11,3000,100,50,50,,,99,1,50.8446,126.3013667,23 coho,
435,2014,5,15,Wicklow,30.1,10.4,500,91,50,37,,,50,450,50.78743333,126.68975,"sandlance, pipefish",
436,2014,5,22,Burdwood,24.7,11.9,1000,100,52,48,,,60,40,50.78588333,126.5036167,"1 sculpin, tube-snout",
437,2014,5,22,Glacier,24.2,12.1,1400,86,50,36,,,95,5,50.8447,126.30155,"26 coho, sandlance, tube-snouts",
438,2014,5,22,Wicklow,24.4,11.9,700,104,50,50,,,80,20,50.78706667,126.6903833,"stickleback, sockeye",
439,2014,5,31,Burdwood,26.4,11.4,700,101,50,50,,,1,1,50.78728333,126.50115,"sculpin, 1 coho",
440,2014,5,31,Glacier,26.2,11.6,600,100,50,50,,,15,1,50.84455,126.30165,"shiner perch, 8 coho, 1 dolly varden, stickleback",
441,2014,5,31,Wicklow,27.6,11.2,,102,50,50,,,,,,,,
442,2014,6,6,Burdwood,17.2,13.7,150,102,50,50,,,1,1,50.78685,126.5024667,"6 coho, 1 herring",
443,2014,6,6,Glacier,24.5,13.8,350,100,49,51,,,1,1,50.84468333,126.3014333,6 coho,
444,2014,6,6,Wicklow,28.1,11.3,4000,102,50,50,,,40,1,50.78745,126.6908833,1 herring,
445,2014,6,12,Glacier,21.1,14.5,350,100,50,50,,,2,1,50.84485,126.3019167,"coho, sculpin, stickleback, rockfish",
446,2014,6,14,Burdwood,23,12.1,79,79,34,45,,,1,1,50.78536667,126.5026,1 coho,
447,2014,6,14,Wicklow,28.8,10.8,600,102,50,50,,,1,1,50.7868,126.6901833,"herring, gunnel, sculpin, Dolly Varden",
448,2014,6,21,Burdwood,24.4,12.1,350,92,41,51,,,1,4,50.78595,126.5020167,"3 herring, 1 larval fish",
449,2014,6,21,Glacier,,12,680,84,50,31,,,95,5,50.83415,126.3027667,"juvenile herring, 1 coho, stickleback, sandlance",
450,2014,6,21,Wicklow,26.2,11.9,500,100,50,50,,,3,2,50.78688333,126.68985,"2 herring, 5 coho",
451,2014,6,29,Burdwood,25,14,1500,100,50,50,,,1,2,50.7859,126.50305,"herring, coho",
452,2014,6,29,Glacier,26,13,150,61,50,11,,,14,1,50.8448,126.3017,"sandlance, herring, stickleback",
453,2014,6,29,Wicklow,28,14,1000,62,32,30,,,2,2,50.78718333,126.6907167,herring,
454,2015,4,4,Burdwood,20,8.5,4000,100,50,50,2,4,3,1,50.77061667,126.5016167,,
455,2015,4,4,Glacier,26,9,1500,80,50,30,1,10,50,1,50.8451,126.2839167,,
456,2015,4,4,Wicklow,30,9,800,100,51,49,2,4,70,30,50.78758333,126.6768667,,
457,2015,4,10,Burdwood,28,,500,84,50,34,50,,10,1,50.95445,,,
458,2015,4,10,Glacier,28,,1600,100,50,50,0,9,1530,50,,,,
459,2015,4,10,Wicklow,27,9.5,500,80,50,30,3,2,9,1,50.78713333,126.6895167,"sculpins, coho",
460,2015,4,18,Burdwood,28.2,9.4,1000,100,50,50,0,1,4,1,50.78605,126.5016,,
461,2015,4,18,Glacier,29,9.6,5000,65,50,15,0,20,100,1,50.8447,126.3019333,,
462,2015,4,18,Wicklow,28.8,9.2,1200,100,50,50,1,33,9,1,50.78605,126.6887667,"pipefish, sandlancex2, sculpin","Most morts in one bucket, coul dit have been contamited?"
463,2015,4,24,Burdwood,25.7,9.2,1000,100,50,50,0,0,7,3,50.78605,126.50165,,
464,2015,4,24,Glacier,28.9,9.1,230,52,50,2,1,3,115,1,50.84481667,126.3016167,"silver spotted sculpin (2), jelly fish(~30), sandlance (with lice!)",
465,2015,4,24,Wicklow,28.2,9.9,1500,100,50,50,1,0,15,1,50.78791667,126.6916167,,
466,2015,4,30,Burdwood,27.2,10,850,85,50,35,0,0,850,35,50.78593333,126.5011667,,
467,2015,4,30,Glacier,26.4,9.8,1750,55,50,5,0,2,300,1,50.84491667,126.3018,,
468,2015,5,1,Wicklow,28.2,9.6,125,64,50,14,0,2,3,1,50.8451,,"sculpin, sand lance, shrimp",
469,2015,5,8,Burdwood,28,12.1,1000,54,48,6,1,0,250,1,50.78778333,126.4948667,,
470,2015,5,8,Glacier,28.8,10.7,50,51,50,1,2,4,500,1,50.8451,126.2839167,"2000 sand lance, 2 unknown",
471,2015,5,8,Wicklow,29,9.9,600,81,50,31,,,20,1,50.8451,,"200 sandlance, 5 sculpins",
472,2015,5,14,Burdwood,26.2,11.6,750,74,50,24,0,1,30,1,50.78778333,126.4948667,6 sculpin,
473,2015,5,14,Glacier,28.4,10.9,6500,52,50,2,0,3,1000,1,50.8451,126.2839167,,
474,2015,5,14,Wicklow,29.6,10.3,550,82,50,32,3,1,55,3,50.8451,,"gunnel, 1000 sandlance, 5 sculpin",
475,2015,5,22,Burdwood,29,11.5,100,61,50,11,1,2,89,11,50.78575,126.5017333,"2 crabs, decorator crab, 10 shiner, 2 sculpins",
476,2015,5,22,Glacier,30,11,600,52,50,2,2,,300,1,50.84745,126.3093333,,
477,2015,5,22,Wicklow,31,10.5,400,90,50,40,1,0,8,1,50.78788333,126.6914667,"2 urchins, sandlance, sculping, 20 prawns",
478,2015,5,29,Burdwood,23,13,2500,100,51,49,0,5,98,2,50.78778333,126.4948667,"sockeye, 2 gunnels, 4 perch, 3 spined stickleback",
479,2015,5,29,Glacier,27,12,400,54,51,3,0,1,100,1,50.8451,126.2839167,,
480,2015,5,29,Wicklow,27,11,1000,66,50,16,50,1,50,1,50.78778333,126.6768667,,
481,2015,6,5,Burdwood,24,13.5,500,63,50,13,0,0,487,13,50.78778333,126.4948667,"Dungeness, 10 shrimp, sea cucumber, 2 sculpins",
482,2015,6,5,Glacier,27,12,600,62,50,11,1,2,60,1,50.84738333,126.3094333,"tons of baby sand lance, tube snouts, perch, sculpins",
483,2015,6,5,Wicklow,27,12,400,79,50,26,4,0,12,1,50.78841667,126.6920333,,
484,2015,6,12,Burdwood,24,13.9,400,54,50,4,0,0,100,1,50.78758333,126.4948667,,
485,2015,6,12,Glacier,27,12.3,450,53,50,3,0,0,150,1,50.8451,126.2839167,,
486,2015,6,12,Wicklow,28,11.1,700,51,50,1,1,0,100,1,50.78758333,126.6768667,,
487,2015,6,19,Burdwood,,13.7,,52,49,3,0,10,,,50.78758333,126.4948667,,
488,2015,6,19,Glacier,27,12.2,250,52,50,2,0,0,100,1,50.8451,126.2839167,10 coho,
489,2015,6,19,Wicklow,21,12.5,600,57,50,7,0,0,70,1,50.78758333,126.6768667,"stickleback, sockeye, herring, coho",
490,2015,6,26,Burdwood,16,16.2,53,50,50,0,1,0,1,0,50.78758333,126.4948667,,
491,2015,6,26,Glacier,16.1,16,200,52,50,2,0,0,100,1,50.8451,126.2839167,,
492,2015,6,26,Wicklow,24.1,14.1,360,64,50,14,0,10,70,1,50.78758333,126.6768667,,
